state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density,cases_2022,cases_percentage_2022,cases_2021,cases_percentage_2021,cases_2020,cases_percentage_2020,pov_percentage
Washington,Skagit,129884,130933,131179,8062,23151,33489,25972,8.9,25.5,36.9,28.6,15073.0,76.17718143178598,1.3320554490652,4.342723004694836,3.2620773953385003,0.6299136039114371,2.55,27.6501153435941,22747.0,17.340427964841933,5882.0,4.492373962255504,1541.0,1.186443287856857,11.511994684304186
Idaho,Boise,7662,8121,8333,317,1841,2167,1664,5.3,30.7,36.2,27.8,962.0,90.02337310862345,0.9349243449378768,3.456759749046623,1.0210357977611022,0.3321441751752983,2.28,1.45594566535497,1094.0,13.128525141005639,365.0,4.494520379263638,115.0,1.5009135995823546,11.845831794114027
Colorado,Park,17419,17758,17939,353,3502,5439,4596,2.5,25.2,39.2,33.1,1280.0,88.38517889372545,1.0298333156386028,3.41862193438794,1.295254273277418,0.2070283469582758,2.43,3.06079632299723,2913.0,16.238363342438262,810.0,4.561324473476743,154.0,0.8840920833572536,7.208018921049668
California,San Francisco,870393,811253,808437,77300,78359,123258,410052,11.2,11.4,17.9,59.5,90898.0,45.26325237995504,6.173903084991246,1.864861267734237,33.850714115477984,0.731500215116777,2.36,7168.19047136798,143959.0,17.807077112997057,37025.0,4.5639276526558294,13407.0,1.5403386745987158,11.204642694695737
Colorado,Gilpin,5824,5899,5891,293,664,1436,2283,6.3,14.2,30.7,48.8,406.0,86.9914853358562,1.2141280353200885,3.642384105960265,2.680542415641753,0.6622516556291391,2.19,15.2590354959424,977.0,16.584620607706672,270.0,4.577046957111374,61.0,1.0473901098901097,6.882522461434141
California,Mendocino,91361,91003,89783,8704,17147,23338,15962,13.4,26.3,35.8,24.5,14539.0,68.05491683912011,1.4323216064995783,7.667471449375335,2.6864413275082395,0.432091668582816,2.5,9.62646104875624,16568.0,18.45338204337124,4197.0,4.611935870246036,1269.0,1.3889953043421155,15.976396382536839
Virginia,Rappahannock,7321,7437,7502,464,1799,1566,1788,8.3,32.0,27.9,31.8,671.0,88.74409096716495,3.564584131851284,2.1591925386482687,1.4309441676248882,0.306630893062476,2.46,10.6276129585239,1051.0,14.009597440682484,343.0,4.6120747613284925,70.0,0.9561535309383964,9.022455291112008
Colorado,Jackson,1378,1357,1302,150,253,382,294,13.9,23.4,35.4,27.2,201.0,85.53583168967785,1.1176857330703485,3.9447731755424074,1.314924391847469,0.7232084155161078,2.24,0.310082693508281,166.0,12.749615975422426,63.0,4.642593957258659,11.0,0.7982583454281567,14.812085482682388
Vermont,Orleans,27404,27601,27666,1757,7487,5306,5460,8.8,37.4,26.5,27.3,3384.0,92.92262814279762,1.1251562717044032,3.1775246562022503,0.8438672037783026,0.0937630226420336,2.23,14.9809586120743,6610.0,23.8921419793248,1285.0,4.655628419260172,64.0,0.23354254853306086,12.26042534690772
Alaska,Ketchikan Gateway,13918,13810,13741,591,2829,3795,2586,6.0,28.9,38.7,26.4,1529.0,63.37511077351563,1.6141283706798328,21.78123813140904,9.10241802759843,0.664641093809343,2.54,1.0973632644438,4154.0,30.230696455862017,643.0,4.656046343229544,150.0,1.0777410547492456,11.071687183200579
Washington,Snohomish,829869,836037,840079,40876,133217,203192,195299,7.1,23.3,35.5,34.1,59505.0,68.18868173333318,4.68007743383158,3.341955106968721,13.64311910045321,1.1274599346935774,2.68,145.560968552441,159246.0,18.95607436919623,38954.0,4.659363162156699,12301.0,1.4822821433262359,7.117507957183713
California,Nevada,102249,103457,102293,3827,14963,29399,30391,4.9,19.0,37.4,38.7,12141.0,84.40981532117479,1.017636075641332,3.64844655640801,2.6069181555124903,0.4743069013423946,2.39,39.9469911989279,17503.0,17.11065273283607,4823.0,4.661840184811081,822.0,0.8039198427368484,11.735310322162832
North Dakota,Slope,695,686,672,52,173,203,152,9.0,29.8,35.0,26.2,88.0,95.22510231923602,1.364256480218281,2.046384720327422,0.5457025920873124,0.2728512960436562,2.14,0.223737516972433,63.0,9.375,32.0,4.664723032069971,17.0,2.446043165467626,12.82798833819242
West Virginia,Roane,13986,13912,13834,2016,4671,2165,1368,19.7,45.7,21.2,13.4,2510.0,94.52746502900034,0.7505970658478335,2.640736949846469,0.7164790174002047,0.0818833162743091,2.48,11.3420202988628,3187.0,23.03744397860344,650.0,4.672225416906268,127.0,0.908050908050908,18.041978148361125
Oregon,Crook,24923,25753,26375,1655,5715,7022,3678,9.2,31.6,38.9,20.4,3056.0,86.65700590792554,0.7728606992903059,4.273027904730056,1.0106639913796307,0.3678519674506744,2.38,2.89515511375029,6158.0,23.347867298578198,1204.0,4.675183473770046,159.0,0.6379649319905308,11.866578651030949
Colorado,Dolores,2332,2370,2455,70,831,541,519,3.6,42.4,27.6,26.5,332.0,86.08187134502924,1.6374269005847957,5.419103313840156,0.7407407407407408,0.8576998050682261,2.49,0.666073672479796,367.0,14.949083503054988,111.0,4.6835443037974684,3.0,0.1286449399656947,14.0084388185654
California,Calaveras,45346,46219,46563,3214,10815,13963,6959,9.2,30.9,40.0,19.9,6198.0,81.18415341514422,1.3711873101053544,5.005326914729906,2.748293414355049,0.684607189361954,2.57,17.1226058066131,7754.0,16.65270708502459,2171.0,4.6972024492092,373.0,0.8225642835090194,13.410069451956987
Oregon,Deschutes,199454,205358,206549,8105,28930,50656,55259,5.7,20.2,35.4,38.7,17681.0,85.86744819310472,0.9964462085198688,2.957031430285688,2.5153459177551114,0.5229150320764296,2.47,23.1129110798434,47906.0,23.193527927997714,9676.0,4.7117716378227295,1587.0,0.7956721850652281,8.609842324136388
New Hampshire,Carroll,50235,51725,52199,1926,10882,11776,14668,4.9,27.7,30.0,37.4,4039.0,94.10840233057344,0.6343912910150261,1.8284268629254827,1.14803741183686,0.1264949402023918,2.24,19.8217429003634,9865.0,18.898829479491944,2461.0,4.757854035766071,225.0,0.4478948939982084,7.808603189946835
New York,Yates,24720,24634,24451,2286,5693,4521,4050,13.8,34.4,27.3,24.5,2482.0,93.76090581255572,1.291248206599713,1.768195742370778,0.6398076699367947,0.1124510450191942,2.63,28.5560729556019,3704.0,15.148664676291359,1177.0,4.7779491759356985,190.0,0.7686084142394822,10.075505399041974
Alaska,Dillingham Census Area,4835,4774,4723,388,1151,780,564,13.5,39.9,27.1,19.6,1033.0,22.521690972863208,1.7721986339302196,71.66328225955326,2.086025475355363,0.6276536828502861,3.25,0.104785321760152,1932.0,40.90620368409909,229.0,4.7968160871386685,79.0,1.6339193381592554,21.638039379974863
Texas,Borden,641,621,585,28,89,105,136,7.8,24.9,29.3,38.0,61.0,88.46715328467153,2.335766423357664,1.167883211678832,2.0437956204379564,1.167883211678832,2.55,0.286099512346479,100.0,17.094017094017094,30.0,4.830917874396135,4.0,0.62402496099844,9.822866344605476
Texas,Throckmorton,1453,1508,1550,90,352,330,233,9.0,35.0,32.8,23.2,224.0,89.13043478260869,1.0869565217391304,2.877237851662404,0.5115089514066496,0.319693094629156,2.21,0.662999944416319,271.0,17.483870967741936,73.0,4.840848806366048,20.0,1.3764624913971095,14.854111405835543
Washington,Stevens,46587,47553,48229,2530,11419,12272,6901,7.6,34.5,37.1,20.8,6392.0,85.04889706617604,0.8919464832110073,8.721476711397317,1.3539187648741076,0.4679719216846988,2.52,6.89075874056749,8277.0,17.161873561550102,2302.0,4.840914348200955,404.0,0.8671947109708718,13.441843837402478
Texas,San Jacinto,27531,27829,28348,2990,7535,5993,2761,15.5,39.1,31.1,14.3,4804.0,75.54589533522822,8.065540879451596,3.063032937635847,0.5885303460959705,0.1404447416819929,2.92,18.8688810214327,5611.0,19.79328347678849,1352.0,4.858241402853139,248.0,0.900802731466347,17.262567824930827
New Mexico,Taos,34459,34700,34580,2051,6951,8525,8458,7.9,26.8,32.8,32.5,6387.0,62.3436285249841,0.9399957594176268,7.729639314910358,0.9847574622470376,0.2002497231842062,2.66,5.76565772966595,5425.0,15.688259109311742,1686.0,4.85878962536023,419.0,1.2159377811311993,18.40634005763689
Washington,Clark,505301,512588,516779,23678,84308,122336,108188,7.0,24.9,36.1,32.0,45938.0,76.68520717455159,3.477282669833136,3.210156508075388,6.362102368601963,1.5475818475630987,2.69,285.903649112559,91435.0,17.693249919211112,24920.0,4.86160425136757,6162.0,1.2194711666907447,8.961973358720844
Virginia,Highland,2241,2241,2301,133,686,395,474,7.9,40.6,23.4,28.1,290.0,94.30650684931508,0.8133561643835616,2.054794520547945,0.684931506849315,0.7277397260273972,1.97,2.05902366740942,387.0,16.81877444589309,109.0,4.863900044622936,13.0,0.5800981704596163,12.940651494868364
Washington,King,2274094,2253038,2266789,101861,238797,398938,869147,6.3,14.8,24.8,54.0,205784.0,58.90147147875248,7.707118653721334,2.3845526175377425,21.136522835943744,1.3257666399158634,2.46,394.8557331716,410322.0,18.101464229798186,109759.0,4.871600035152536,33387.0,1.4681451162528902,9.133623134629776
Vermont,Essex,5918,5965,5994,467,2027,1156,907,10.2,44.5,25.4,19.9,854.0,93.769070178256,0.6905411915850329,2.906696643648627,0.6102457041914244,0.2248273647021037,2.24,3.61199584128018,1301.0,21.705038371705037,291.0,4.8784576697401505,22.0,0.37174721189591076,14.316848281642915
Alabama,Choctaw,12619,12549,12439,1802,3477,2915,1087,19.4,37.5,31.4,11.7,2893.0,56.30842926678513,41.39689407401684,1.0739395812408252,0.34767828169667,0.0463571042262226,2.41,5.52650860439243,2051.0,16.488463702870003,613.0,4.884851382580285,409.0,3.2411443062049288,23.053629771296517
Colorado,Clear Creek,9393,9445,9355,201,1517,1801,4060,2.7,20.0,23.8,53.6,712.0,88.45433947394345,1.1525958033691264,2.935671362427347,1.7338193281450105,0.2659836469313368,2.0,9.16310080562258,1601.0,17.113842864778196,464.0,4.912652196929592,134.0,1.4265942723304588,7.538380095288512
Oregon,Multnomah,816467,805593,795083,45545,101565,167740,281836,7.6,17.0,28.1,47.2,97458.0,70.0383763513958,6.83230630907217,3.3037652683055194,9.162079778952217,1.0413148834455386,2.42,715.275377496115,123906.0,15.584033365070063,39663.0,4.923453902901341,12382.0,1.5165340424046532,12.09767214958422
Virginia,Williamsburg city,15468,15675,15909,529,1613,1804,4016,6.6,20.3,22.7,50.4,2170.0,50.91568449682684,36.512541553339375,1.7527954064672109,4.110003022061045,0.3384708371109096,2.26,638.644008652875,1837.0,11.546923125275002,772.0,4.925039872408293,245.0,1.5839151797258855,13.843700159489632
Nebraska,Wheeler,775,787,785,30,155,257,154,5.0,26.0,43.1,25.8,89.0,94.2998760842627,0.7434944237918215,1.3630731102850062,1.6109045848822798,0.1239157372986369,2.3,0.551782333629999,123.0,15.668789808917197,39.0,4.955527318932655,7.0,0.903225806451613,11.30876747141042
Montana,Sanders,12463,12975,13442,849,3703,3117,1796,9.0,39.1,32.9,19.0,1883.0,87.99698795180723,0.5346385542168675,6.897590361445784,0.9638554216867472,0.2786144578313253,2.28,1.61146273488614,2164.0,16.09879482219908,648.0,4.994219653179191,154.0,1.235657546337158,14.51252408477842
Oregon,Hood River,23958,24094,24048,2747,3131,4221,6299,16.8,19.1,25.7,38.4,2584.0,71.85727618637375,0.7897192906884917,2.939909541244885,2.681455955201378,0.5133175389475195,2.59,17.10615390385,3698.0,15.377578176979375,1204.0,4.997094712376525,311.0,1.2981050171132815,10.72466174151241
Oregon,Jackson,223614,224327,221644,14539,40224,56668,47806,9.1,25.3,35.6,30.0,29803.0,81.01866142837099,1.5746958247309026,4.160035278317865,2.531219306861232,0.717192166609874,2.41,29.7238107554776,43552.0,19.649528072043456,11251.0,5.0154462013043455,2694.0,1.2047546218036438,13.285516232999148
Utah,Wayne,2508,2567,2645,147,440,796,385,8.3,24.9,45.0,21.8,283.0,90.35187287173666,1.021566401816118,2.724177071509648,1.4377601210745363,0.7188800605372683,2.58,0.422653771424376,444.0,16.78638941398866,129.0,5.0253213868328785,34.0,1.3556618819776716,11.024542267238022
New Hampshire,Cheshire,76541,76821,77350,3403,17152,15564,17841,6.3,31.8,28.8,33.1,7283.0,91.43470278852833,1.5381561972809368,2.139773742185174,2.0045648506499947,0.1972313188448942,2.37,41.6654089727979,15674.0,20.263736263736266,3866.0,5.032478098436625,303.0,0.3958662677519238,9.48048059775322
New Mexico,San Miguel,27129,27167,26953,3022,4914,7116,4723,15.3,24.8,36.0,23.9,5597.0,57.17383956737269,1.3181613339342046,2.968679585398828,0.6844299233889138,0.1633618747183416,2.34,2.29248222295196,5926.0,21.986420806589248,1370.0,5.042882909412154,275.0,1.0136754027055919,20.602201199985277
Oregon,Harney,7502,7590,7515,503,1987,2076,831,9.3,36.8,38.5,15.4,1200.0,87.25089738829062,0.9778437925485828,5.97846268102488,1.3244213392746629,0.3960886248298056,2.23,0.275372597067054,1617.0,21.51696606786427,383.0,5.046113306982872,58.0,0.7731271660890429,15.810276679841898
Massachusetts,Berkshire,128774,128621,127859,6625,27808,26447,34347,7.0,29.2,27.8,36.1,13454.0,86.09445793613396,4.911377723005546,1.6702308891224764,2.088513538004277,0.0906158251477038,2.18,53.0401638584485,26169.0,20.46707701452381,6526.0,5.073821537696022,1001.0,0.7773308276515446,10.46018923814929
Virginia,Albemarle,112502,113742,114534,5069,11146,14960,44704,6.7,14.7,19.7,58.9,7465.0,73.87772658466578,9.810328141414308,1.427708800344106,8.16672594773891,0.1654355504454352,2.43,56.9960094663718,18671.0,16.30170953603297,5796.0,5.095742997309701,1688.0,1.5004177703507493,6.56309894322238
Virginia,Louisa,37798,39032,40116,2940,9540,7645,7006,10.8,35.2,28.2,25.8,3873.0,77.20181428500224,15.648208144345311,2.419877386233365,1.183771120968948,0.1594975826147635,2.6,27.5335720412056,6842.0,17.05553893708246,1993.0,5.10606681697069,436.0,1.1535001851949838,9.922627587620415
Utah,Daggett,952,977,1014,15,129,141,68,4.2,36.5,39.9,19.3,70.0,93.0161943319838,0.9109311740890688,2.2267206477732797,1.3157894736842104,0.708502024291498,3.31,0.339023252162355,153.0,15.088757396449704,50.0,5.117707267144319,1.0,0.10504201680672269,7.164790174002047
Texas,Aransas,23932,24519,24944,2070,6044,5678,4541,11.3,33.0,31.0,24.8,3629.0,77.86475560455715,1.447997059904447,3.2157295112091147,2.407203234105108,0.1764057331863285,2.58,37.9332476495058,4177.0,16.745509942270687,1258.0,5.130714955748603,373.0,1.5585826508440581,14.800766752314532
Georgia,Long,16269,17089,18348,1840,3730,3379,1537,17.5,35.6,32.2,14.7,2467.0,59.18630029660306,26.49280877497342,2.9604342716436287,2.059432536795568,0.8506351782416476,3.22,17.5079687631685,2801.0,15.26596904294746,877.0,5.131956229153257,311.0,1.9116110394000863,14.436187020890632
California,Lake,68195,68584,68191,6548,14601,19142,8557,13.4,29.9,39.2,17.5,11196.0,71.15725402573388,2.7043685954233765,6.536199501759252,2.38847368826566,0.5624470298173974,2.43,19.7113764136146,11699.0,17.156222961974454,3523.0,5.1367665927913215,764.0,1.120316738763839,16.324507173684825
Michigan,Lake,12094,12261,12594,1711,3847,2683,1245,18.0,40.6,28.3,13.1,2279.0,85.39334577114428,8.698694029850747,3.148320895522388,0.5130597014925373,0.2487562189054726,2.53,8.00192219191265,1893.0,15.030967127203429,630.0,5.138243210178615,125.0,1.0335703654704813,18.587390914281055
New York,Washington,61202,60975,60841,5108,17596,13114,9286,11.3,39.0,29.1,20.6,7120.0,90.14073615836683,3.39622641509434,2.3012681719764925,0.8088462728116301,0.1422827095576863,2.44,28.7209593371976,12875.0,21.161716605578476,3138.0,5.146371463714637,395.0,0.6454037449756543,11.676916769167692
Virginia,Cumberland,9666,9696,9746,865,2698,2411,1254,12.0,37.3,33.4,17.3,1432.0,64.62217860647695,29.892051030421985,2.306182531894013,0.8047105004906772,0.1177625122669283,2.46,12.7004167883292,1366.0,14.016006566796635,499.0,5.146452145214521,136.0,1.4069935857645355,14.76897689768977
Texas,Newton,12157,12202,12052,1578,3794,2699,730,17.9,43.1,30.7,8.3,2310.0,77.22161486803061,17.59331563329689,2.498828674059035,0.3904419803217241,0.1093237544900827,2.79,5.81297125701534,1367.0,11.342515765018254,629.0,5.15489264055073,192.0,1.5793370074853992,18.931322733978035
New York,Jefferson,116273,117680,116637,6605,24284,25725,18194,8.8,32.5,34.4,24.3,13592.0,82.7777645025369,7.210845340788709,2.398305017244538,2.536102017571109,0.4030363130939011,2.5,34.8299627651909,21422.0,18.366384594939856,6080.0,5.166553365057784,307.0,0.26403378256344984,11.549966009517334
Nevada,Esmeralda,732,733,744,173,228,306,167,19.8,26.1,35.0,19.1,108.0,74.51456310679612,1.699029126213592,7.6456310679611645,2.184466019417476,0.9708737864077668,2.15,0.105744821409066,109.0,14.650537634408604,38.0,5.184174624829468,1.0,0.1366120218579235,14.733969986357435
California,Del Norte,27601,27553,27082,3825,6101,6601,3176,19.4,31.0,33.5,16.1,5368.0,64.9721824829121,3.7927197583849934,12.713400095374343,3.888094102686377,0.6040375139087586,2.48,10.5229311101377,6381.0,23.561775348940255,1431.0,5.19362682829456,220.0,0.7970725698344262,19.482452001596922
Maine,Kennebec,123832,124824,125540,5529,30621,26470,26468,6.2,34.4,29.7,29.7,13702.0,91.94374185636543,1.4984287575687898,2.5707059094044604,1.5045604353491224,0.1088372806009044,2.29,54.0985038055428,24799.0,19.753863310498645,6489.0,5.198519515477792,542.0,0.4376897732411654,10.977055694417741
Washington,Ferry,7196,7267,7448,538,1838,2128,983,9.8,33.5,38.8,17.9,1266.0,72.32575950982894,1.25095736533061,20.870564207301506,1.5317845289762573,0.4978299719172836,2.38,1.32764128162999,1420.0,19.065520945220193,379.0,5.215357093711297,39.0,0.5419677598665925,17.421219210127976
Texas,Sabine,9888,9989,10048,1033,2660,2487,1402,13.6,35.1,32.8,18.5,1628.0,85.1065872863453,8.181294411369311,2.6310735548300364,0.7874015748031495,0.1824467063568273,2.53,8.21198970142993,1254.0,12.480095541401273,524.0,5.245770347382121,113.0,1.1427993527508091,16.29792772049254
Maryland,St. Mary's,113987,114664,114877,6268,23515,20603,24854,8.3,31.3,27.4,33.0,8744.0,73.00964459234073,15.580407860705336,2.334200836348108,4.314686047167455,0.2820056239978729,2.69,120.055163825169,19329.0,16.825822401351008,6026.0,5.2553547756924575,1670.0,1.465079351154079,7.625758738575315
New York,Delaware,44221,44753,44740,3282,13047,9092,7586,9.9,39.5,27.5,23.0,6757.0,89.1103869827274,3.1755159414733884,1.9168104274487252,1.5462270781419718,0.1171384150107554,2.27,12.1798207601281,8261.0,18.464461332141262,2357.0,5.266686032221304,271.0,0.6128310078921779,15.098429155587334
Washington,Garfield,2298,2354,2363,100,394,747,423,6.0,23.7,44.9,25.4,305.0,90.41152263374484,1.316872427983539,3.2098765432098766,1.2757201646090537,0.5349794238683128,2.21,1.20800308693456,389.0,16.46212441811257,124.0,5.267629566694987,46.0,2.0017406440382945,12.956669498725573
North Carolina,Currituck,28401,29714,31015,1530,6175,6918,5152,7.7,31.2,35.0,26.1,2542.0,85.3900615364256,6.031231390193873,2.805531661483491,1.7898497981869914,0.2646727982531595,2.53,38.0238775623596,5051.0,16.285668225052394,1574.0,5.297166318906912,268.0,0.9436287454667088,8.554889950864911
Virginia,York,70228,71176,71341,2245,8345,13688,22898,4.8,17.7,29.0,48.5,3559.0,70.22756902582901,14.067199339107535,2.150482115888526,7.872623304204154,0.4375830956099701,2.69,249.474194755752,10189.0,14.28210986669657,3775.0,5.303754074407103,724.0,1.0309278350515463,5.000280993593345
